EmployeeID,Age,Gender,MaritalStatus,Education,Department,JobRole,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,MonthlyIncome,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,DistanceFromHome,NumCompaniesWorked,TrainingTimesLastYear,Attrition,TenureToIncomeRatio,SatisfactionScore
184,53,Female,Married,Master,Operations,Logistics Coordinator,4.7,3.1,4,7286,2,3,3,1,1,No,2.9,1,3,1,0.6450727422454022,2.25
185,30,Female,Married,Master,IT,Software Engineer,4.0,0.1,1,11791,3,3,2,4,3,No,16.4,1,2,0,0.33924179458909337,3.0
186,56,Female,Married,High School,Operations,Operations Manager,1.1,1.1,0,4686,1,2,4,4,3,No,4.4,0,6,1,0.23474178403755872,2.75
187,49,Female,Married,Master,HR,HR Business Partner,1.7,1.7,0,6981,2,2,3,3,3,No,3.1,1,2,1,0.24351812061309266,2.5
188,25,Male,Married,Master,HR,HR Business Partner,3.0,1.0,0,8288,3,4,1,3,3,No,9.8,0,2,1,0.36196911196911197,2.75
189,35,Male,Divorced,Master,Operations,Operations Manager,4.9,4.9,0,7993,3,3,1,4,3,No,0.6,1,4,1,0.613036406855999,2.75
190,48,Male,Married,High School,IT,Product Manager,4.2,4.2,0,8712,3,4,1,4,4,No,9.2,0,2,0,0.48209366391184577,3.0
191,52,Female,Divorced,High School,IT,Product Manager,10.3,3.2,5,8737,4,4,2,4,3,Yes,7.7,2,0,0,1.1788943573308917,3.5
192,31,Female,Single,PhD,Sales,Sales Manager,0.6,0.6,0,10500,3,2,4,3,3,Yes,15.0,1,2,1,0.05714285714285714,3.0
193,32,Female,Married,Bachelor,Finance,Accountant,0.7,0.6,0,8017,3,2,3,4,3,Yes,6.4,1,2,1,0.0873144567793439,3.0
194,36,Female,Single,High School,IT,Product Manager,7.4,0.5,1,8773,1,3,3,4,3,Yes,6.9,1,2,0,0.8434970933546108,2.75
195,35,Female,Single,High School,IT,Software Engineer,5.5,4.8,0,8015,4,2,4,4,3,No,14.1,1,5,0,0.6862133499688085,3.5
196,35,Male,Single,Master,Operations,Supply Chain Analyst,4.2,1.7,1,9810,4,1,4,2,4,Yes,8.7,2,4,1,0.42813455657492355,2.75
197,39,Female,Married,Master,IT,DevOps Engineer,2.9,2.9,1,11306,4,4,1,1,3,No,12.0,1,2,1,0.25650097293472496,2.5
198,49,Female,Single,Master,IT,DevOps Engineer,4.6,0.9,1,10429,3,4,2,2,2,Yes,23.9,1,6,1,0.4410777639275098,2.75
199,34,Female,Single,Bachelor,Sales,Account Manager,2.3,0.7,2,7057,4,3,2,3,3,No,15.4,0,4,0,0.3259175286949128,3.0
200,44,Male,Single,Master,Operations,Operations Manager,3.7,1.0,2,7880,1,2,2,1,3,Yes,9.1,0,0,1,0.46954314720812185,1.5
201,55,Female,Married,Bachelor,HR,HR Manager,4.3,2.8,0,6876,2,4,4,4,3,No,30.9,3,6,0,0.6253635834787666,3.5
202,31,Male,Single,Bachelor,Operations,Operations Manager,9.0,5.6,0,9472,4,3,3,1,4,No,2.0,0,5,1,0.950168918918919,2.75
203,51,Male,Single,Bachelor,Finance,Financial Analyst,9.3,4.3,2,9674,2,2,4,4,3,No,12.5,1,0,1,0.9613396733512509,3.0
204,41,Male,Married,High School,Finance,Accountant,2.0,2.0,1,6160,2,3,2,4,3,Yes,2.1,1,6,1,0.3246753246753247,2.75
205,35,Male,Married,PhD,HR,HR Manager,5.6,1.0,2,11190,4,4,4,3,4,No,5.2,2,0,0,0.5004468275245755,3.75
206,45,Male,Single,Bachelor,Operations,Supply Chain Analyst,3.1,2.3,2,6871,3,4,3,4,3,No,12.7,1,4,1,0.4511715907437054,3.5
207,48,Female,Single,Bachelor,Sales,Account Manager,3.5,0.7,2,7209,1,3,3,1,3,No,12.3,2,4,1,0.4855042308225829,2.0
208,52,Female,Single,Master,IT,Data Scientist,5.6,2.9,0,12063,3,2,3,1,3,Yes,20.5,2,0,1,0.46422946199121273,2.25
209,39,Male,Married,Master,Finance,Financial Analyst,5.5,2.9,0,10985,1,4,1,1,3,Yes,12.0,3,1,1,0.5006827492034593,1.75
210,55,Female,Married,Bachelor,Finance,Finance Manager,1.9,1.8,1,7724,4,2,2,2,2,No,9.5,0,3,1,0.24598653547384772,2.5
211,57,Female,Single,High School,IT,Data Scientist,5.9,1.4,0,8587,1,1,3,3,4,No,13.8,3,6,1,0.6870851286828928,2.0
212,28,Female,Married,Bachelor,Sales,Sales Manager,6.0,1.6,0,8784,4,2,3,4,4,Yes,5.5,0,6,1,0.6830601092896175,3.25
213,56,Male,Divorced,Bachelor,Finance,Finance Manager,3.2,2.2,0,8460,2,3,1,3,3,Yes,3.8,2,3,1,0.37825059101654845,2.25
214,27,Male,Single,PhD,Finance,Finance Manager,5.0,2.6,0,12153,1,3,3,3,2,No,3.3,0,4,1,0.41142104830083104,2.5
215,33,Female,Married,Master,Finance,Accountant,5.9,0.8,0,11523,2,1,3,3,4,No,12.5,1,6,0,0.5120194393821054,2.25
216,37,Female,Married,Bachelor,Finance,Accountant,12.2,3.5,1,11825,1,2,4,4,4,No,12.3,3,2,1,1.0317124735729386,2.75
217,33,Female,Married,Master,HR,HR Manager,4.9,0.7,0,6984,2,3,1,3,2,No,7.4,0,5,1,0.7016036655211914,2.25
218,38,Male,Married,Master,Operations,Logistics Coordinator,11.1,1.3,0,9694,2,4,2,3,3,No,5.9,1,4,1,1.1450381679389312,2.75
219,30,Female,Single,High School,HR,HR Business Partner,4.6,0.5,3,4973,4,2,1,2,3,No,12.3,1,6,0,0.9249949728534084,2.25
220,47,Male,Divorced,Master,Operations,Operations Manager,8.6,1.9,1,9282,4,2,4,1,3,No,30.6,1,0,0,0.9265244559362206,2.75
221,41,Male,Married,PhD,HR,Recruiter,2.9,0.1,0,9443,1,2,4,2,3,Yes,6.3,2,2,1,0.3071057926506407,2.25
222,33,Female,Married,Master,HR,Recruiter,7.0,1.5,3,10345,2,4,4,3,3,No,10.0,0,4,0,0.6766553890768486,3.25
223,26,Male,Single,Bachelor,Finance,Financial Analyst,4.0,0.4,0,8265,2,4,2,4,3,No,3.8,1,2,1,0.4839685420447671,3.0
224,22,Female,Single,Bachelor,IT,Software Engineer,0.0,0.0,0,8642,4,1,3,3,3,No,49.7,0,3,1,0.0,2.75
225,57,Male,Married,Bachelor,IT,Software Engineer,4.3,3.1,2,9754,3,3,1,1,3,No,9.3,1,4,1,0.44084478162805,2.0
226,42,Male,Married,Bachelor,IT,Product Manager,5.9,5.6,0,10025,2,2,1,4,3,No,21.6,1,6,1,0.5885286783042394,2.25
227,54,Female,Married,Bachelor,IT,Product Manager,16.0,0.6,0,12812,4,4,1,2,3,No,6.4,2,2,0,1.248829222603809,2.75
228,51,Male,Single,Master,Sales,Sales Manager,9.4,4.6,6,10135,2,2,1,3,3,No,13.7,5,4,1,0.9274790330537741,2.0
229,33,Male,Divorced,Master,Operations,Supply Chain Analyst,11.0,3.5,0,9633,1,3,2,4,3,Yes,4.3,2,4,1,1.1419080244991178,2.5
230,25,Male,Single,Bachelor,Finance,Financial Analyst,3.0,1.8,0,8420,1,3,4,4,3,Yes,8.0,1,3,1,0.35629453681710216,3.0
231,49,Female,Divorced,High School,Finance,Finance Manager,5.9,3.4,5,7418,4,1,1,3,3,No,5.1,0,1,1,0.7953626314370451,2.25
232,57,Female,Married,Bachelor,HR,HR Manager,3.2,1.4,1,5717,4,1,1,3,3,No,6.9,0,2,0,0.5597341262900123,2.25
233,47,Female,Married,Master,Sales,Account Manager,5.8,2.0,1,9345,4,4,3,3,3,No,13.0,3,5,0,0.6206527554842161,3.5
234,57,Female,Divorced,Master,IT,DevOps Engineer,2.8,2.2,1,9976,4,3,2,3,2,No,1.6,2,3,0,0.28067361668003205,3.0
235,28,Male,Married,High School,IT,Software Engineer,6.0,0.3,2,7537,2,2,2,2,3,No,3.2,1,0,1,0.796072707973995,2.0
236,26,Male,Married,Bachelor,HR,HR Business Partner,4.0,0.4,4,7021,2,1,3,1,4,No,1.5,2,3,1,0.5697194131890044,1.75
237,46,Female,Married,High School,Sales,Sales Executive,5.3,4.1,0,6553,3,1,4,3,3,No,26.5,1,0,1,0.8087898672363802,2.75
238,23,Female,Married,Master,IT,Data Scientist,1.0,1.0,0,12089,1,3,2,1,4,Yes,6.5,1,2,1,0.08271982794275788,1.75
239,38,Female,Single,Master,Sales,Account Manager,4.4,2.9,1,7104,1,4,4,1,2,No,5.2,1,5,1,0.6193693693693694,2.5
240,49,Female,Married,High School,Operations,Logistics Coordinator,6.1,3.8,4,5590,3,3,1,3,3,No,3.5,3,1,0,1.0912343470483006,2.5
241,43,Male,Single,High School,Operations,Supply Chain Analyst,7.1,0.7,1,5067,1,4,2,2,3,No,2.4,2,6,1,1.401223603710282,2.25
242,55,Male,Married,Bachelor,IT,Product Manager,2.5,1.9,0,9011,3,2,2,2,2,Yes,1.9,1,0,1,0.2774386860503829,2.25
243,40,Male,Single,Master,HR,HR Manager,6.4,2.4,0,8403,1,1,4,4,3,No,1.4,1,2,0,0.7616327502082589,2.5
244,23,Male,Single,Bachelor,HR,HR Business Partner,1.0,1.0,0,5597,2,4,4,1,3,No,13.6,0,5,1,0.17866714311238163,2.75
245,56,Male,Married,Bachelor,Finance,Accountant,6.5,6.5,2,7518,3,1,2,2,2,Yes,8.6,2,1,0,0.8645916467145518,2.0
246,41,Male,Married,Bachelor,Finance,Financial Analyst,8.0,7.5,0,8513,2,2,1,1,3,Yes,3.1,1,5,1,0.9397392223657935,1.5
247,55,Female,Married,Bachelor,HR,HR Manager,8.8,3.3,2,5611,3,2,2,1,1,Yes,6.0,1,6,1,1.5683478880769919,2.0
248,50,Female,Married,Bachelor,HR,HR Manager,7.5,4.3,4,7896,2,2,3,4,4,No,3.8,2,5,0,0.9498480243161095,2.75
249,23,Female,Married,Master,Finance,Financial Analyst,1.0,1.0,0,8995,2,4,1,3,3,No,17.9,1,5,1,0.11117287381878822,2.5
250,37,Male,Divorced,Bachelor,Finance,Finance Manager,9.8,2.5,2,10733,2,3,2,2,4,No,0.9,2,1,1,0.9130718345290226,2.25
251,50,Male,Married,High School,Finance,Accountant,2.0,1.7,1,5008,3,1,4,1,1,Yes,19.5,2,4,1,0.3993610223642173,2.25
252,49,Female,Married,Master,IT,Product Manager,9.2,0.9,1,12839,3,1,3,2,3,No,2.8,3,3,1,0.7165667108030219,2.25
253,38,Male,Divorced,High School,Sales,Account Manager,7.4,1.4,1,5284,1,2,1,1,1,No,13.4,0,1,1,1.4004542013626042,1.25
254,36,Male,Divorced,Master,Finance,Accountant,4.8,4.8,0,10420,1,1,4,3,3,No,12.4,1,5,1,0.4606525911708253,2.25
255,46,Male,Single,Bachelor,HR,Recruiter,2.0,2.0,0,5757,4,4,4,1,2,Yes,2.5,0,4,1,0.3474031613687685,3.25
256,42,Male,Single,Bachelor,Sales,Sales Executive,14.5,1.9,5,9383,3,4,2,3,3,No,10.6,0,4,0,1.545347969732495,3.0
257,30,Female,Divorced,Bachelor,Sales,Sales Executive,5.9,1.1,1,8006,1,3,1,4,3,Yes,5.3,2,5,1,0.7369472895328504,2.25
258,39,Female,Single,Bachelor,Sales,Sales Manager,4.8,1.3,0,7407,4,4,2,4,3,No,7.5,0,1,0,0.6480356419603078,3.5
259,25,Male,Divorced,Bachelor,Sales,Sales Manager,3.0,3.0,0,7082,2,1,2,2,3,No,5.7,0,6,1,0.4236091499576391,1.75
260,24,Male,Married,Master,HR,Recruiter,2.0,2.0,0,7267,4,4,4,2,3,No,1.4,2,0,0,0.27521673317737716,3.5
261,32,Female,Single,High School,IT,DevOps Engineer,6.3,2.1,1,7856,1,1,3,1,3,Yes,10.9,3,4,1,0.8019348268839104,1.5
262,26,Male,Married,Master,Sales,Account Manager,4.0,2.8,0,8417,1,2,4,1,2,No,6.0,3,5,1,0.47522870381371035,2.0
263,27,Female,Married,Bachelor,Operations,Supply Chain Analyst,5.0,2.3,5,6745,1,1,1,1,2,No,8.0,0,2,1,0.7412898443291327,1.0
264,27,Male,Married,Bachelor,IT,DevOps Engineer,5.0,2.5,0,7382,4,1,1,2,1,No,5.7,2,6,0,0.677323218639935,2.0
265,37,Female,Single,PhD,IT,Product Manager,6.7,4.8,3,16118,3,2,2,4,3,Yes,1.9,3,4,0,0.41568432808040706,2.75
266,27,Male,Single,High School,Sales,Account Manager,2.5,2.5,1,5946,2,4,2,2,4,No,2.5,0,2,1,0.4204507231752439,2.5
267,23,Female,Single,High School,Finance,Financial Analyst,1.0,1.0,1,6519,1,2,1,4,3,No,9.3,1,0,1,0.15339776039269826,2.0
268,33,Female,Single,Bachelor,Sales,Account Manager,6.3,1.1,1,8168,4,2,1,4,3,Yes,12.4,1,1,1,0.7713026444662097,2.75
269,34,Female,Married,Master,Sales,Account Manager,5.9,5.3,1,7257,2,3,4,2,1,Yes,3.4,1,0,1,0.8130081300813009,2.75
270,38,Male,Married,Bachelor,Finance,Accountant,5.3,5.3,0,9054,2,1,3,4,3,No,0.8,1,1,0,0.5853766291142036,2.5
271,32,Male,Married,Bachelor,Sales,Account Manager,10.0,9.4,2,9282,1,1,2,3,3,Yes,6.7,0,4,1,1.077354018530489,1.75
272,41,Female,Married,Bachelor,Finance,Accountant,2.6,2.6,1,8166,3,2,3,2,3,Yes,3.9,1,2,1,0.31839333823169236,2.5
273,53,Male,Divorced,High School,Sales,Account Manager,4.3,4.3,0,5507,1,4,3,3,4,No,8.7,3,4,1,0.7808244053023425,2.75
274,50,Male,Single,High School,Operations,Logistics Coordinator,6.0,3.8,1,5661,4,2,3,4,4,No,11.8,2,4,0,1.0598834128245893,3.25
275,49,Female,Married,Bachelor,HR,Recruiter,5.8,3.7,0,6883,4,1,1,3,3,No,6.1,0,5,0,0.8426558186837134,2.25
276,24,Female,Single,Bachelor,Finance,Financial Analyst,2.0,2.0,0,7382,4,2,2,3,2,Yes,6.9,0,2,1,0.270929287455974,2.75
277,28,Male,Married,Master,HR,HR Manager,6.0,0.3,3,8219,4,2,2,1,3,Yes,9.4,0,6,0,0.7300158170093686,2.25
278,49,Female,Single,Bachelor,Finance,Accountant,5.5,0.2,2,9779,4,3,3,2,4,No,3.4,0,0,0,0.562429696287964,3.0
279,39,Male,Single,Bachelor,Operations,Operations Manager,7.8,1.6,0,6899,3,4,3,3,3,No,5.7,2,0,0,1.1305986374836932,3.25
280,23,Male,Single,Master,Operations,Operations Manager,1.0,1.0,0,8313,2,2,4,3,3,No,23.5,1,5,1,0.12029351617947792,2.75
281,26,Male,Single,Bachelor,Sales,Account Manager,4.0,2.3,3,6706,1,3,4,2,2,No,16.9,0,5,1,0.5964807634953773,2.5
282,58,Male,Married,Bachelor,Operations,Supply Chain Analyst,6.7,0.2,0,8143,1,1,4,1,3,Yes,16.3,4,1,1,0.8227925825862704,1.75
283,24,Female,Single,Master,Sales,Account Manager,2.0,1.6,2,7596,4,4,1,4,3,No,4.5,2,3,1,0.2632964718272775,3.25
284,43,Male,Single,Master,HR,HR Business Partner,3.7,2.5,1,7902,4,2,4,1,3,Yes,11.2,1,2,1,0.46823588964819035,2.75
285,36,Male,Married,Master,HR,HR Manager,1.6,1.6,1,7653,3,2,1,1,3,Yes,6.8,0,4,1,0.2090683392133804,1.75
286,43,Male,Married,Bachelor,Sales,Sales Manager,14.6,0.4,0,9446,4,2,1,1,3,No,20.3,1,3,1,1.5456277789540547,2.0
287,33,Male,Single,High School,Operations,Operations Manager,5.4,1.4,0,5789,4,3,2,2,3,Yes,4.5,3,6,0,0.9328035930212473,2.75
288,33,Male,Married,Bachelor,Sales,Sales Manager,5.6,0.9,0,7764,3,4,3,2,3,No,8.6,1,5,0,0.7212776919113858,3.0
289,46,Female,Married,Bachelor,Sales,Sales Manager,3.2,2.6,1,7069,3,4,2,3,3,Yes,14.7,2,2,0,0.45268071863064085,3.0
290,37,Male,Married,PhD,Sales,Sales Executive,2.7,1.3,1,9873,4,1,1,4,3,Yes,13.6,0,2,1,0.2734731084776664,2.5
291,56,Female,Divorced,Master,HR,Recruiter,11.1,4.1,3,9420,2,3,4,3,3,No,9.9,1,0,0,1.178343949044586,3.0
292,45,Male,Divorced,Bachelor,HR,Recruiter,6.0,2.8,0,6607,2,1,1,1,3,No,2.9,2,4,1,0.9081277433025579,1.25
293,24,Female,Married,Master,Finance,Financial Analyst,2.0,2.0,2,11357,2,1,4,4,4,No,4.1,0,5,0,0.1761028440609316,2.75
294,37,Male,Divorced,Bachelor,HR,HR Manager,15.0,0.0,0,8336,1,1,1,2,3,No,12.4,0,6,1,1.7994241842610363,1.25
295,49,Female,Married,Master,Finance,Financial Analyst,0.6,0.6,0,9046,4,4,4,3,2,Yes,4.3,1,2,1,0.06632765863365024,3.75
296,59,Male,Married,Bachelor,Operations,Logistics Coordinator,6.7,3.9,1,7035,3,3,3,4,2,No,32.3,2,0,0,0.9523809523809524,3.25
297,23,Female,Married,Master,HR,HR Business Partner,1.0,1.0,1,5575,1,2,2,3,2,No,2.2,0,0,1,0.17937219730941703,2.0
298,22,Female,Married,Bachelor,Finance,Finance Manager,0.0,0.0,0,6201,4,2,4,1,1,No,28.2,1,5,1,0.0,2.75
299,32,Female,Married,Bachelor,IT,Data Scientist,1.8,0.8,1,9189,3,2,2,4,3,No,20.5,1,6,1,0.1958863858961802,2.75
300,48,Male,Married,Bachelor,Sales,Sales Executive,3.8,1.4,1,5934,4,2,2,4,2,Yes,11.8,0,2,1,0.6403774856757667,3.0
301,40,Female,Married,High School,Finance,Financial Analyst,1.8,1.8,0,7037,4,1,4,1,4,No,3.5,0,6,1,0.25579081995168396,2.5
302,46,Male,Divorced,Bachelor,Sales,Sales Executive,3.4,2.0,2,7578,1,2,1,2,4,Yes,6.3,2,5,1,0.44866719451042486,1.5
303,59,Female,Divorced,Bachelor,IT,DevOps Engineer,4.5,0.2,1,10823,1,4,2,3,4,No,10.8,0,0,1,0.4157812066894576,2.5
304,44,Male,Married,High School,Finance,Accountant,1.6,1.6,1,5595,3,1,3,1,3,No,17.3,0,0,1,0.2859696157283289,2.0
305,22,Male,Divorced,Master,Sales,Sales Manager,0.0,0.0,0,8652,4,1,1,4,4,No,3.8,1,3,0,0.0,2.5
306,39,Male,Single,High School,Sales,Sales Manager,2.6,0.7,2,4736,2,4,2,3,4,No,17.6,0,1,1,0.5489864864864865,2.75
307,46,Female,Married,High School,Finance,Financial Analyst,6.4,0.8,0,7108,1,3,1,4,3,Yes,17.8,0,6,0,0.9003939223410243,2.25
308,31,Male,Single,Master,Sales,Account Manager,8.7,4.8,2,10859,3,2,2,1,4,No,2.0,1,2,0,0.80117874574086,2.0
309,43,Male,Divorced,Master,Finance,Financial Analyst,2.2,2.2,0,11178,4,4,2,3,4,No,9.7,2,1,0,0.1968151726605833,3.25
310,34,Male,Single,Bachelor,Sales,Sales Executive,7.7,0.3,2,8501,1,2,1,1,3,Yes,7.1,1,6,1,0.905775791083402,1.25
311,23,Male,Single,Master,Finance,Accountant,1.0,1.0,0,10189,3,2,1,2,4,Yes,16.3,1,5,1,0.09814505839630974,2.0
312,32,Male,Married,Bachelor,Sales,Account Manager,2.3,2.3,2,6906,2,1,3,1,3,No,7.0,1,2,1,0.333043730089777,1.75
313,22,Male,Married,Bachelor,HR,HR Manager,0.0,0.0,0,4862,2,4,1,3,1,No,2.9,1,4,1,0.0,2.5
314,36,Male,Married,PhD,Operations,Supply Chain Analyst,3.0,3.0,2,9260,4,3,4,2,3,No,29.6,2,5,0,0.32397408207343414,3.25
315,46,Female,Married,Master,Sales,Sales Executive,10.6,2.1,0,12469,1,2,2,2,4,No,1.4,5,1,1,0.8501082685058946,1.75
316,31,Male,Married,Bachelor,Operations,Logistics Coordinator,2.8,0.7,0,6519,4,1,1,2,3,No,6.1,2,2,1,0.4295137290995551,2.0
317,36,Male,Married,PhD,Operations,Operations Manager,4.3,1.1,4,11436,2,3,2,3,4,Yes,11.7,1,1,1,0.37600559636236447,2.5
318,42,Male,Married,Master,Sales,Account Manager,9.2,4.6,0,10174,4,2,4,3,3,No,7.3,1,1,0,0.9042657755061922,3.25
319,51,Male,Married,Bachelor,Sales,Sales Executive,11.8,5.3,0,8792,1,1,4,3,3,No,10.4,6,6,1,1.3421292083712466,2.25
320,55,Male,Married,Master,Operations,Operations Manager,2.7,1.5,2,8042,3,3,1,4,2,No,1.5,1,2,0,0.33573737876150217,2.75
321,40,Male,Married,PhD,IT,Product Manager,2.8,2.2,0,12008,3,3,2,1,2,Yes,14.6,2,4,1,0.23317788141239174,2.25
322,29,Male,Married,Master,IT,Data Scientist,3.7,1.3,3,10689,2,3,4,2,2,Yes,1.4,2,0,0,0.3461502479184208,2.75
323,34,Male,Divorced,Bachelor,Finance,Financial Analyst,7.2,0.3,2,9990,1,1,3,4,3,No,3.5,1,1,0,0.7207207207207207,2.25
324,28,Female,Married,Master,HR,HR Business Partner,4.9,2.8,0,9089,1,3,2,2,4,Yes,1.1,1,5,1,0.5391132137748927,2.0
325,43,Female,Single,High School,IT,Product Manager,13.2,0.7,1,8653,2,4,3,2,3,No,5.1,1,1,1,1.525482491621403,2.75
326,49,Female,Married,Bachelor,Sales,Sales Executive,4.2,2.9,0,5448,4,2,2,3,2,No,7.1,0,3,1,0.7709251101321586,2.75
327,25,Male,Married,Bachelor,Sales,Account Manager,3.0,2.7,2,6854,4,1,2,4,3,No,6.1,1,2,1,0.43770061278085787,2.75
328,52,Male,Divorced,Master,Finance,Financial Analyst,2.2,1.4,2,12067,3,1,3,3,4,No,3.9,1,2,0,0.1823154056517776,2.5
329,56,Male,Single,Bachelor,Operations,Supply Chain Analyst,6.7,4.1,1,8559,1,2,1,4,3,Yes,6.9,3,0,1,0.7828017291739691,2.0
330,45,Male,Married,Bachelor,Sales,Account Manager,11.6,8.0,0,8966,1,2,4,3,3,No,7.6,1,2,1,1.293776488958287,2.5
331,38,Female,Single,Master,IT,Software Engineer,7.8,7.7,1,14410,4,3,4,3,4,No,2.8,2,3,0,0.5412907702984039,3.5
332,53,Female,Married,Bachelor,IT,Product Manager,3.7,0.2,3,9284,3,2,3,2,3,Yes,2.2,1,4,1,0.3985351141749246,2.5
333,46,Male,Married,High School,Operations,Operations Manager,6.6,1.1,1,5582,1,1,3,4,3,No,3.3,2,4,1,1.1823719097097813,2.25
334,43,Male,Married,Master,Sales,Sales Executive,5.6,2.7,0,9288,1,1,1,2,3,No,6.4,1,3,1,0.602928509905254,1.25
335,49,Male,Single,Master,IT,Software Engineer,2.4,1.1,0,11594,4,4,1,3,3,No,7.6,2,5,0,0.20700362256339486,3.0
336,47,Female,Divorced,Bachelor,Sales,Sales Executive,3.7,1.5,3,7960,2,3,2,2,3,No,10.6,2,4,1,0.4648241206030151,2.25
337,54,Male,Married,Master,Finance,Finance Manager,10.7,2.2,2,13353,1,3,4,4,4,No,13.6,1,4,1,0.8013180558675953,3.0
338,46,Male,Married,Master,HR,Recruiter,13.2,1.0,4,10520,1,1,1,3,3,No,9.2,2,0,0,1.2547528517110267,1.5
339,43,Male,Married,PhD,Sales,Sales Manager,3.6,0.6,0,10752,3,4,3,4,3,No,16.1,2,1,0,0.33482142857142855,3.5
340,54,Male,Married,Bachelor,HR,Recruiter,3.9,3.9,1,6674,3,4,3,2,3,No,6.8,2,4,1,0.5843572070722205,3.0
341,46,Female,Single,Bachelor,Finance,Financial Analyst,6.4,1.5,1,9505,1,1,2,2,3,Yes,3.7,1,5,0,0.6733298264071541,1.5
342,35,Female,Single,Master,Finance,Finance Manager,9.1,2.8,3,11878,3,4,1,1,3,No,10.6,1,3,0,0.7661222428018184,2.25
343,34,Female,Married,Bachelor,Finance,Financial Analyst,9.1,0.7,1,9573,2,2,4,1,3,No,16.6,1,6,1,0.950590201608691,2.25
344,26,Male,Divorced,High School,Operations,Supply Chain Analyst,4.0,3.3,3,5977,3,1,4,2,3,Yes,11.7,0,3,1,0.6692320562154926,2.5
345,34,Female,Married,Master,Operations,Supply Chain Analyst,6.1,6.1,5,8904,3,1,1,1,3,Yes,4.3,1,4,1,0.6850853548966757,1.5
346,40,Male,Married,High School,IT,Product Manager,5.0,1.5,0,7491,4,4,2,4,4,No,2.9,3,3,0,0.6674676278200508,3.5
347,47,Female,Married,PhD,IT,Software Engineer,5.8,2.2,0,14952,3,4,2,1,3,No,9.0,2,4,0,0.38790797217763506,2.5
348,28,Female,Married,Bachelor,Sales,Sales Executive,5.4,5.4,0,6669,4,1,2,3,1,No,5.2,1,6,0,0.8097165991902835,2.5
349,40,Female,Married,Bachelor,HR,HR Business Partner,5.2,2.7,2,7468,1,3,4,2,4,No,5.1,0,6,1,0.6963042313872523,2.5
350,58,Female,Married,Bachelor,HR,HR Business Partner,3.9,0.6,1,7140,1,4,3,1,3,Yes,18.9,1,2,1,0.546218487394958,2.25
351,56,Male,Married,Bachelor,Operations,Logistics Coordinator,7.6,2.6,2,7775,3,1,2,2,4,No,2.0,1,4,0,0.9774919614147909,2.0
352,37,Male,Single,Master,IT,Software Engineer,7.9,1.7,0,12933,2,4,3,1,3,Yes,16.2,0,1,1,0.6108404855795253,2.5
353,30,Male,Single,Master,Sales,Account Manager,8.0,0.6,5,8756,2,2,2,3,2,No,6.8,5,4,1,0.9136592051164916,2.25
354,48,Female,Married,Bachelor,Operations,Supply Chain Analyst,5.1,5.1,0,6688,2,1,3,3,3,No,19.7,3,0,1,0.7625598086124402,2.25
355,44,Male,Single,Bachelor,Operations,Supply Chain Analyst,0.7,0.7,0,6473,3,4,1,4,4,No,1.5,1,4,0,0.10814151089139502,3.0
356,36,Male,Married,Bachelor,Sales,Sales Executive,4.2,0.9,0,6939,2,2,3,3,3,No,9.3,3,6,1,0.6052745352356248,2.5
357,45,Male,Married,Bachelor,Finance,Finance Manager,7.1,2.4,2,8448,3,2,3,1,2,No,2.7,1,6,0,0.840435606060606,2.25
358,26,Male,Single,Master,Operations,Logistics Coordinator,4.0,1.7,2,9601,3,1,2,2,4,No,30.1,0,1,1,0.4166232684095406,2.0
359,50,Female,Married,High School,Operations,Operations Manager,2.6,1.8,0,5067,1,1,4,3,3,No,16.0,0,6,1,0.5131241365699625,2.25
360,41,Female,Married,Bachelor,IT,Software Engineer,1.7,1.7,0,9088,1,2,3,2,3,Yes,20.5,1,0,1,0.1870598591549296,2.0
361,40,Male,Married,PhD,Finance,Financial Analyst,4.0,3.6,2,13002,3,3,4,4,3,No,5.4,2,1,0,0.3076449776957391,3.5
362,44,Male,Married,Bachelor,IT,DevOps Engineer,10.5,1.5,0,11062,4,4,3,1,3,Yes,12.4,2,2,1,0.9491954438618695,3.0
363,22,Male,Married,Master,Sales,Account Manager,0.0,0.0,0,8139,2,2,1,2,3,No,1.7,0,0,1,0.0,1.75
364,44,Female,Married,High School,Sales,Account Manager,8.1,1.4,0,5816,1,4,4,2,2,No,7.7,2,0,1,1.392709766162311,2.75
365,27,Male,Single,Master,Sales,Account Manager,3.4,3.4,0,9092,3,2,4,3,4,Yes,4.9,0,2,1,0.3739551253849538,3.0
366,50,Male,Married,Master,HR,HR Business Partner,7.8,3.0,0,9148,3,1,4,1,4,No,2.9,0,5,1,0.8526453869698295,2.25
367,58,Male,Married,Bachelor,Finance,Financial Analyst,2.5,2.5,2,8788,1,2,1,1,3,No,13.1,1,6,1,0.28447883477469277,1.25
368,58,Female,Married,Master,IT,Product Manager,6.4,2.8,1,11632,1,3,3,1,2,No,8.8,0,4,1,0.5502063273727649,2.0
369,26,Male,Single,High School,IT,Data Scientist,4.0,1.9,0,6899,3,1,1,1,1,No,12.9,2,1,1,0.5797941730685606,1.5
370,38,Female,Married,Bachelor,HR,Recruiter,8.8,0.5,0,7333,1,3,4,2,4,No,8.2,2,6,0,1.200054547933997,2.5
